* T-Spice 13.00 Simulation	Fri Sep 06 19:25:17 2019	C:\Users\ARJUN\AppData\Local\Temp\TB_SRAM_7T.sp
* Command line: tspice -o C:\Users\ARJUN\AppData\Local\Temp\TB_SRAM_7T.out C:\Users\ARJUN\AppData\Local\Temp\TB_SRAM_7T.sp 
* T-Spice Win32 13.00.20080321.01:01:33

*SEDIT: Alter blocks = 0

* Accuracy and Convergence options:
* numndset|dchold = 100
* 
* Timestep and Integration options:
*  relq|relchgtol = 0.0005
* 
* Model Evaluation options:
*            dcap = 2                    defnrb = 0 [sq]               defnrd = 0 [sq]
*          defnrs = 0 [sq]                 tnom = 25 [deg C]
* 
* General options:
*            temp = 25 [deg C]          threads = 4
* 
* Output options:
*           acout = 1                    ingold = 0
* 


*  Device and node counts:
*             MOSFETs - 12                MOSFET geometries - 4       
*                BJTs - 0                             JFETs - 0       
*             MESFETs - 0                            Diodes - 0       
*          Capacitors - 0                         Resistors - 0       
*           Inductors - 0                  Mutual inductors - 0       
*  Transmission lines - 0        Coupled transmission lines - 0       
*     Voltage sources - 4                   Current sources - 0       
*                VCVS - 0                              VCCS - 0       
*                CCVS - 0                              CCCS - 0       
*    V-control switch - 0                  I-control switch - 0       
*       Macro devices - 0        External C model instances - 0       
*         HDL devices - 0       
*         Subcircuits - 0              Subcircuit instances - 3       
*   Independent nodes - 53                   Boundary nodes - 5       
*         Total nodes - 58      


*SEDIT: Alter=0
*SEDIT: Analysis types DCOP 0 ACMODEL 0 AC 0 TRANSIENT 1 TRANSFER 0 NOISE 0 

*WEDIT: .tran   2e-009   3e-006
TRANSIENT ANALYSIS
Time<s>           v(PC)<V>     v(BL)<V>     v(WL)<V>      v(Q)<V>     v(QB)<V>
 1.040500e-006  2.0000e-001  4.0000e-001  0.0000e+000  1.5423e-002  3.7856e-001
 1.040999e-006  4.0000e-001  4.0000e-001  0.0000e+000  7.5138e-003  3.6529e-001
 1.041249e-006  4.0000e-001  4.0000e-001  0.0000e+000  5.0892e-003  3.4584e-001
 1.041374e-006  4.0000e-001  4.0000e-001  0.0000e+000  6.3308e-003  3.3653e-001
 1.042624e-006  4.0000e-001  4.0000e-001  0.0000e+000  4.5971e-002  2.7987e-001
 1.043249e-006  4.0000e-001  4.0000e-001  0.0000e+000  6.0580e-002  2.6326e-001
 1.045910e-006  4.0000e-001  4.0000e-001  0.0000e+000  7.8085e-002  2.1568e-001
 1.047241e-006  4.0000e-001  4.0000e-001  0.0000e+000  8.2720e-002  2.0388e-001
 1.051241e-006  4.0000e-001  4.0000e-001  0.0000e+000  8.8615e-002  1.8044e-001
 1.055241e-006  4.0000e-001  4.0000e-001  0.0000e+000  9.2210e-002  1.6583e-001
 1.059241e-006  4.0000e-001  4.0000e-001  0.0000e+000  9.3580e-002  1.5536e-001
 1.060000e-006  4.0000e-001  4.0000e-001  2.3823e-014  9.3911e-002  1.5376e-001
 1.060500e-006  2.0000e-001  4.0000e-001  2.0000e-001  9.7543e-002  1.5203e-001
 1.061000e-006  0.0000e+000  4.0000e-001  4.0000e-001  1.2546e-001  8.7901e-002
 1.061250e-006  0.0000e+000  4.0000e-001  4.0000e-001  1.4028e-001  6.8690e-002
 1.061375e-006  0.0000e+000  4.0000e-001  4.0000e-001  1.4840e-001  6.1110e-002
 1.062624e-006  0.0000e+000  4.0000e-001  4.0000e-001  2.6491e-001  1.8672e-002
 1.064826e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6262e-001  1.0172e-002
 1.065926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6447e-001  8.4470e-003
 1.069926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.7073e-001  7.5796e-003
 1.073926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6791e-001  8.0158e-003
 1.077926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6969e-001  7.6655e-003
 1.081926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6833e-001  8.0021e-003
 1.085926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6945e-001  7.6748e-003
 1.089926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6851e-001  7.9870e-003
 1.093926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6931e-001  7.6959e-003
 1.097926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6862e-001  7.9623e-003
 1.100000e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6919e-001  7.7308e-003
 1.100500e-006  0.0000e+000  2.0000e-001  2.0000e-001  3.6653e-001  3.4516e-003
 1.101000e-006  0.0000e+000  0.0000e+000  1.5876e-014  3.6687e-001  6.5793e-003
 1.101500e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6797e-001  8.8314e-003
 1.101750e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6825e-001  9.4643e-003
 1.104250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6866e-001  1.0788e-002
 1.108250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6822e-001  9.9887e-003
 1.112250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6854e-001  1.0572e-002
 1.116250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6830e-001  1.0146e-002
 1.120250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6847e-001  1.0457e-002
 1.124250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6835e-001  1.0230e-002
 1.128250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6844e-001  1.0396e-002
 1.132250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6838e-001  1.0275e-002
 1.136250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6842e-001  1.0363e-002
 1.140000e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6839e-001  1.0299e-002
 1.140500e-006  2.0000e-001  0.0000e+000  0.0000e+000  3.7856e-001  1.5413e-002
 1.141000e-006  4.0000e-001  0.0000e+000  0.0000e+000  3.6529e-001  7.5097e-003
 1.141250e-006  4.0000e-001  0.0000e+000  0.0000e+000  3.4584e-001  5.0866e-003
 1.141375e-006  4.0000e-001  0.0000e+000  0.0000e+000  3.3653e-001  6.3286e-003
 1.142625e-006  4.0000e-001  0.0000e+000  0.0000e+000  2.7987e-001  4.5971e-002
 1.143250e-006  4.0000e-001  0.0000e+000  0.0000e+000  2.6326e-001  6.0578e-002
 1.145910e-006  4.0000e-001  0.0000e+000  0.0000e+000  2.1567e-001  7.8083e-002
 1.147241e-006  4.0000e-001  0.0000e+000  0.0000e+000  2.0388e-001  8.2718e-002
 1.151241e-006  4.0000e-001  0.0000e+000  0.0000e+000  1.8044e-001  8.8612e-002
 1.155241e-006  4.0000e-001  0.0000e+000  0.0000e+000  1.6583e-001  9.2206e-002
 1.159241e-006  4.0000e-001  0.0000e+000  0.0000e+000  1.5535e-001  9.3576e-002
 1.160000e-006  4.0000e-001  0.0000e+000  0.0000e+000  1.5375e-001  9.3906e-002
 1.160500e-006  2.0000e-001  0.0000e+000  2.0000e-001  1.5184e-001  9.7522e-002
 1.161000e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.2127e-002  1.2779e-001
 1.161250e-006  0.0000e+000  0.0000e+000  4.0000e-001  3.1440e-002  1.4640e-001
 1.161375e-006  0.0000e+000  0.0000e+000  4.0000e-001  2.4471e-002  1.5772e-001
 1.162625e-006  0.0000e+000  0.0000e+000  4.0000e-001  2.7087e-003  2.8772e-001
 1.164708e-006  0.0000e+000  0.0000e+000  4.0000e-001  8.6550e-003  3.6647e-001
 1.165750e-006  0.0000e+000  0.0000e+000  4.0000e-001  3.6276e-003  3.6481e-001
 1.169750e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.9555e-003  3.7051e-001
 1.173750e-006  0.0000e+000  0.0000e+000  4.0000e-001  3.9599e-003  3.6724e-001
 1.177750e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.6129e-003  3.6959e-001
 1.181750e-006  0.0000e+000  0.0000e+000  4.0000e-001  4.2710e-003  3.6771e-001
 1.185750e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.3534e-003  3.6926e-001
 1.189750e-006  0.0000e+000  0.0000e+000  4.0000e-001  4.4856e-003  3.6796e-001
 1.193750e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.1782e-003  3.6905e-001
 1.197750e-006  0.0000e+000  0.0000e+000  4.0000e-001  4.6288e-003  3.6813e-001
 1.200000e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.0285e-003  3.6886e-001
 1.200500e-006  0.0000e+000  2.0000e-001  2.0000e-001  4.1122e-003  3.6733e-001
 1.200750e-006  0.0000e+000  3.0000e-001  1.0000e-001  6.0800e-003  3.6758e-001
 1.201000e-006  0.0000e+000  4.0000e-001  6.3560e-014  7.5350e-003  3.6761e-001
 1.201475e-006  0.0000e+000  4.0000e-001  0.0000e+000  9.1354e-003  3.6832e-001
 1.201712e-006  0.0000e+000  4.0000e-001  0.0000e+000  9.6018e-003  3.6850e-001
 1.203972e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0647e-002  3.6861e-001
 1.205102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0229e-002  3.6836e-001
 1.209102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0395e-002  3.6844e-001
 1.211102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0290e-002  3.6838e-001
 1.215102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0352e-002  3.6842e-001
 1.219102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0307e-002  3.6839e-001
 1.223102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0340e-002  3.6841e-001
 1.227102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0316e-002  3.6840e-001
 1.231102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0333e-002  3.6841e-001
 1.235102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0321e-002  3.6840e-001
 1.239102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0330e-002  3.6841e-001
 1.240000e-006  1.5882e-014  4.0000e-001  0.0000e+000  1.0325e-002  3.6840e-001
 1.240500e-006  2.0000e-001  4.0000e-001  0.0000e+000  1.5423e-002  3.7856e-001
 1.240999e-006  4.0000e-001  4.0000e-001  0.0000e+000  7.5138e-003  3.6529e-001
 1.241249e-006  4.0000e-001  4.0000e-001  0.0000e+000  5.0892e-003  3.4584e-001
 1.241374e-006  4.0000e-001  4.0000e-001  0.0000e+000  6.3308e-003  3.3653e-001
 1.242624e-006  4.0000e-001  4.0000e-001  0.0000e+000  4.5971e-002  2.7987e-001
 1.243249e-006  4.0000e-001  4.0000e-001  0.0000e+000  6.0580e-002  2.6326e-001
 1.245910e-006  4.0000e-001  4.0000e-001  0.0000e+000  7.8085e-002  2.1568e-001
 1.247241e-006  4.0000e-001  4.0000e-001  0.0000e+000  8.2720e-002  2.0388e-001
 1.251241e-006  4.0000e-001  4.0000e-001  0.0000e+000  8.8615e-002  1.8044e-001
 1.255241e-006  4.0000e-001  4.0000e-001  0.0000e+000  9.2210e-002  1.6583e-001
 1.259241e-006  4.0000e-001  4.0000e-001  0.0000e+000  9.3580e-002  1.5536e-001
 1.260000e-006  4.0000e-001  4.0000e-001  1.3235e-014  9.3911e-002  1.5376e-001
 1.260500e-006  2.0000e-001  4.0000e-001  2.0000e-001  9.7543e-002  1.5203e-001
 1.261000e-006  0.0000e+000  4.0000e-001  4.0000e-001  1.2546e-001  8.7901e-002
 1.261250e-006  0.0000e+000  4.0000e-001  4.0000e-001  1.4028e-001  6.8690e-002
 1.2613750e-006  0.0000e+000  4.0000e-001  4.0000e-001  1.4840e-001  6.1110e-002
 1.262625e-006  0.0000e+000  4.0000e-001  4.0000e-001  2.6491e-001  1.8672e-002
 1.264826e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6262e-001  1.0172e-002
 1.265926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6447e-001  8.4470e-003
 1.269926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.7073e-001  7.5796e-003
 1.273926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6791e-001  8.0158e-003
 1.277926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6969e-001  7.6655e-003
 1.281926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6833e-001  8.0021e-003
 1.285926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6945e-001  7.6748e-003
 1.289926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6851e-001  7.9870e-003
 1.293926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6931e-001  7.6959e-003
 1.297926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6862e-001  7.9623e-003
 1.300000e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6919e-001  7.7308e-003
 1.300500e-006  0.0000e+000  2.0000e-001  2.0000e-001  3.6653e-001  3.4516e-003
 1.301000e-006  0.0000e+000  4.2355e-014  1.1119e-013  3.6687e-001  6.5793e-003
 1.301500e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6797e-001  8.8314e-003
 1.301750e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6825e-001  9.4643e-003
 1.304250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6866e-001  1.0788e-002
 1.308250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6822e-001  9.9887e-003
 1.312250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6854e-001  1.0572e-002
 1.316250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6830e-001  1.0146e-002
 1.320250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6847e-001  1.0457e-002
 1.324250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6835e-001  1.0230e-002
 1.328250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6844e-001  1.0396e-002
 1.332250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6838e-001  1.0275e-002
 1.336250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6842e-001  1.0363e-002
 1.340000e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6839e-001  1.0299e-002
 1.340500e-006  2.0000e-001  0.0000e+000  0.0000e+000  3.7856e-001  1.5413e-002
 1.341000e-006  4.0000e-001  0.0000e+000  0.0000e+000  3.6529e-001  7.5097e-003
 1.341250e-006  4.0000e-001  0.0000e+000  0.0000e+000  3.4584e-001  5.0866e-003
 1.3413750e-006  4.0000e-001  0.0000e+000  0.0000e+000  3.3653e-001  6.3286e-003
 1.342625e-006  4.0000e-001  0.0000e+000  0.0000e+000  2.7987e-001  4.5971e-002
 1.343250e-006  4.0000e-001  0.0000e+000  0.0000e+000  2.6326e-001  6.0578e-002
 1.345910e-006  4.0000e-001  0.0000e+000  0.0000e+000  2.1567e-001  7.8083e-002
 1.347241e-006  4.0000e-001  0.0000e+000  0.0000e+000  2.0388e-001  8.2718e-002
 1.351241e-006  4.0000e-001  0.0000e+000  0.0000e+000  1.8044e-001  8.8612e-002
 1.355241e-006  4.0000e-001  0.0000e+000  0.0000e+000  1.6583e-001  9.2206e-002
 1.359241e-006  4.0000e-001  0.0000e+000  0.0000e+000  1.5535e-001  9.3576e-002
 1.360000e-006  4.0000e-001  0.0000e+000  0.0000e+000  1.5375e-001  9.3906e-002
 1.360500e-006  2.0000e-001  0.0000e+000  2.0000e-001  1.5184e-001  9.7522e-002
 1.361000e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.2127e-002  1.2779e-001
 1.361250e-006  0.0000e+000  0.0000e+000  4.0000e-001  3.1440e-002  1.4640e-001
 1.3613750e-006  0.0000e+000  0.0000e+000  4.0000e-001  2.4471e-002  1.5772e-001
 1.362625e-006  0.0000e+000  0.0000e+000  4.0000e-001  2.7087e-003  2.8772e-001
 1.364708e-006  0.0000e+000  0.0000e+000  4.0000e-001  8.6550e-003  3.6647e-001
 1.365750e-006  0.0000e+000  0.0000e+000  4.0000e-001  3.6276e-003  3.6481e-001
 1.369750e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.9555e-003  3.7051e-001
 1.373750e-006  0.0000e+000  0.0000e+000  4.0000e-001  3.9599e-003  3.6724e-001
 1.377750e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.6129e-003  3.6959e-001
 1.381750e-006  0.0000e+000  0.0000e+000  4.0000e-001  4.2710e-003  3.6771e-001
 1.385750e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.3534e-003  3.6926e-001
 1.389750e-006  0.0000e+000  0.0000e+000  4.0000e-001  4.4856e-003  3.6796e-001
 1.393750e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.1782e-003  3.6905e-001
 1.397750e-006  0.0000e+000  0.0000e+000  4.0000e-001  4.6288e-003  3.6813e-001
 1.400000e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.0285e-003  3.6886e-001
 1.400500e-006  0.0000e+000  2.0000e-001  2.0000e-001  4.1122e-003  3.6733e-001
 1.400750e-006  0.0000e+000  3.0000e-001  1.0000e-001  6.0800e-003  3.6758e-001
 1.401000e-006  0.0000e+000  4.0000e-001  7.4107e-014  7.5350e-003  3.6761e-001
 1.401475e-006  0.0000e+000  4.0000e-001  0.0000e+000  9.1354e-003  3.6832e-001
 1.401712e-006  0.0000e+000  4.0000e-001  0.0000e+000  9.6018e-003  3.6850e-001
 1.403972e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0647e-002  3.6861e-001
 1.405102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0229e-002  3.6836e-001
 1.409102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0395e-002  3.6844e-001
 1.411102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0290e-002  3.6838e-001
 1.415102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0352e-002  3.6842e-001
 1.419102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0307e-002  3.6839e-001
 1.423102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0340e-002  3.6841e-001
 1.427102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0316e-002  3.6840e-001
 1.431102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0333e-002  3.6841e-001
 1.435102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0321e-002  3.6840e-001
 1.439102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0330e-002  3.6841e-001
 1.440000e-006  1.5882e-014  4.0000e-001  0.0000e+000  1.0325e-002  3.6840e-001
 1.440500e-006  2.0000e-001  4.0000e-001  0.0000e+000  1.5423e-002  3.7856e-001
 1.440999e-006  4.0000e-001  4.0000e-001  0.0000e+000  7.5138e-003  3.6529e-001
 1.441249e-006  4.0000e-001  4.0000e-001  0.0000e+000  5.0892e-003  3.4584e-001
 1.4413749e-006  4.0000e-001  4.0000e-001  0.0000e+000  6.3308e-003  3.3653e-001
 1.442624e-006  4.0000e-001  4.0000e-001  0.0000e+000  4.5971e-002  2.7987e-001
 1.443249e-006  4.0000e-001  4.0000e-001  0.0000e+000  6.0580e-002  2.6326e-001
 1.445910e-006  4.0000e-001  4.0000e-001  0.0000e+000  7.8085e-002  2.1568e-001
 1.447241e-006  4.0000e-001  4.0000e-001  0.0000e+000  8.2720e-002  2.0388e-001
 1.451241e-006  4.0000e-001  4.0000e-001  0.0000e+000  8.8615e-002  1.8044e-001
 1.455241e-006  4.0000e-001  4.0000e-001  0.0000e+000  9.2210e-002  1.6583e-001
 1.459241e-006  4.0000e-001  4.0000e-001  0.0000e+000  9.3580e-002  1.5536e-001
 1.460000e-006  4.0000e-001  4.0000e-001  2.6470e-015  9.3911e-002  1.5376e-001
 1.460500e-006  2.0000e-001  4.0000e-001  2.0000e-001  9.7543e-002  1.5203e-001
 1.461000e-006  0.0000e+000  4.0000e-001  4.0000e-001  1.2546e-001  8.7901e-002
 1.461250e-006  0.0000e+000  4.0000e-001  4.0000e-001  1.4028e-001  6.8690e-002
 1.4613750e-006  0.0000e+000  4.0000e-001  4.0000e-001  1.4840e-001  6.1110e-002
 1.462625e-006  0.0000e+000  4.0000e-001  4.0000e-001  2.6491e-001  1.8672e-002
 1.464826e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6262e-001  1.0172e-002
 1.465926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6447e-001  8.4470e-003
 1.469926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.7073e-001  7.5796e-003
 1.473926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6791e-001  8.0158e-003
 1.477926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6969e-001  7.6655e-003
 1.481926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6833e-001  8.0021e-003
 1.485926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6945e-001  7.6748e-003
 1.489926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6851e-001  7.9870e-003
 1.493926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6931e-001  7.6959e-003
 1.497926e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6862e-001  7.9623e-003
 1.500000e-006  0.0000e+000  4.0000e-001  4.0000e-001  3.6919e-001  7.7308e-003
 1.500500e-006  0.0000e+000  2.0000e-001  2.0000e-001  3.6653e-001  3.4516e-003
 1.501000e-006  0.0000e+000  0.0000e+000  3.7081e-014  3.6687e-001  6.5793e-003
 1.501500e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6797e-001  8.8314e-003
 1.501750e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6825e-001  9.4643e-003
 1.504250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6866e-001  1.0788e-002
 1.508250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6822e-001  9.9887e-003
 1.512250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6854e-001  1.0572e-002
 1.516250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6830e-001  1.0146e-002
 1.520250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6847e-001  1.0457e-002
 1.524250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6835e-001  1.0230e-002
 1.528250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6844e-001  1.0396e-002
 1.532250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6838e-001  1.0275e-002
 1.536250e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6842e-001  1.0363e-002
 1.540000e-006  0.0000e+000  0.0000e+000  0.0000e+000  3.6839e-001  1.0299e-002
 1.540500e-006  2.0000e-001  0.0000e+000  0.0000e+000  3.7856e-001  1.5413e-002
 1.541000e-006  4.0000e-001  0.0000e+000  0.0000e+000  3.6529e-001  7.5097e-003
 1.541250e-006  4.0000e-001  0.0000e+000  0.0000e+000  3.4584e-001  5.0866e-003
 1.5413749e-006  4.0000e-001  0.0000e+000  0.0000e+000  3.3653e-001  6.3286e-003
 1.542625e-006  4.0000e-001  0.0000e+000  0.0000e+000  2.7987e-001  4.5971e-002
 1.543250e-006  4.0000e-001  0.0000e+000  0.0000e+000  2.6326e-001  6.0578e-002
 1.545910e-006  4.0000e-001  0.0000e+000  0.0000e+000  2.1567e-001  7.8083e-002
 1.547241e-006  4.0000e-001  0.0000e+000  0.0000e+000  2.0388e-001  8.2718e-002
 1.551241e-006  4.0000e-001  0.0000e+000  0.0000e+000  1.8044e-001  8.8612e-002
 1.555241e-006  4.0000e-001  0.0000e+000  0.0000e+000  1.6583e-001  9.2206e-002
 1.559241e-006  4.0000e-001  0.0000e+000  0.0000e+000  1.5535e-001  9.3576e-002
 1.560000e-006  4.0000e-001  0.0000e+000  4.2352e-014  1.5375e-001  9.3906e-002
 1.560500e-006  2.0000e-001  0.0000e+000  2.0000e-001  1.5184e-001  9.7522e-002
 1.561000e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.2127e-002  1.2779e-001
 1.561250e-006  0.0000e+000  0.0000e+000  4.0000e-001  3.1440e-002  1.4640e-001
 1.5613749e-006  0.0000e+000  0.0000e+000  4.0000e-001  2.4471e-002  1.5772e-001
 1.562624e-006  0.0000e+000  0.0000e+000  4.0000e-001  2.7087e-003  2.8772e-001
 1.564708e-006  0.0000e+000  0.0000e+000  4.0000e-001  8.6550e-003  3.6647e-001
 1.565750e-006  0.0000e+000  0.0000e+000  4.0000e-001  3.6276e-003  3.6481e-001
 1.569750e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.9555e-003  3.7051e-001
 1.573750e-006  0.0000e+000  0.0000e+000  4.0000e-001  3.9599e-003  3.6724e-001
 1.577750e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.6129e-003  3.6959e-001
 1.581750e-006  0.0000e+000  0.0000e+000  4.0000e-001  4.2710e-003  3.6771e-001
 1.585750e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.3534e-003  3.6926e-001
 1.589750e-006  0.0000e+000  0.0000e+000  4.0000e-001  4.4856e-003  3.6796e-001
 1.593750e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.1782e-003  3.6905e-001
 1.597750e-006  0.0000e+000  0.0000e+000  4.0000e-001  4.6288e-003  3.6813e-001
 1.600000e-006  0.0000e+000  0.0000e+000  4.0000e-001  5.0285e-003  3.6886e-001
 1.600500e-006  0.0000e+000  2.0000e-001  2.0000e-001  4.1122e-003  3.6733e-001
 1.600750e-006  0.0000e+000  3.0000e-001  1.0000e-001  6.0800e-003  3.6758e-001
 1.601000e-006  0.0000e+000  4.0000e-001  8.4710e-014  7.5350e-003  3.6761e-001
 1.601475e-006  0.0000e+000  4.0000e-001  0.0000e+000  9.1354e-003  3.6832e-001
 1.601712e-006  0.0000e+000  4.0000e-001  0.0000e+000  9.6018e-003  3.6850e-001
 1.603972e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0647e-002  3.6861e-001
 1.605102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0229e-002  3.6836e-001
 1.609102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0395e-002  3.6844e-001
 1.611102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0290e-002  3.6838e-001
 1.615102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0352e-002  3.6842e-001
 1.619102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0307e-002  3.6839e-001
 1.623102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0340e-002  3.6841e-001
 1.627102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0316e-002  3.6840e-001
 1.631102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0333e-002  3.6841e-001
 1.635102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0321e-002  3.6840e-001
 1.639102e-006  0.0000e+000  4.0000e-001  0.0000e+000  1.0330e-002  3.6841e-001
 1.640000e-006  1.5882e-014  4.0000e-001  0.0000e+000  1.0325e-002  3.6840e-001
 1.640500e-006  2.0000e-001  4.0000e-001  0.0000e+000  1.5423e-002  3.7856e-001
 1.640999e-006  4.0000e-001  4.0000e-001  0.0000e+000  7.5138e-003  3.6529e-001
 1.641249e-006  4.0000e-001  4.0000e-001  0.0000e+000  5.0892e-003  3.4584e-001
 1.6413749e-006  4.0000e-001  4.0000e-001  0.0000e+000  6.3308e-003  3.3653e-001
 1.642624e-006  4.0000e-001  4.0000e-001  0.0000e+000  4.5971e-002  2.7987e-001
 1.643249e-006  4.0000e-001  4.0000e-001  0.0000e+000  6.0580e-002  2.6326e-001
